,hashtags,tweet
94,"['supergreenpass', 'supergreens', 'greenpass', 'green', 'greenenergy', 'greenwall', 'healthiswealth', 'health', 'healthcare', 'healthyeating', 'healthyfood', 'healthypeoplehealthynation', 'healthierhappenstogether', '100dayofcode']","['liquid', 'chlorophyl', 'e', 'health', 'avenu', 'httpstcoiaemddfmsi', 'supergreenpass', 'supergreen', 'greenpass', 'green', 'greenenergi', 'greenwal', 'healthiswealth', 'health', 'healthcar', 'healthyeat', 'healthyfood', 'healthypeoplehealthyn', 'healthierhappenstogeth', '100dayofcod', 'httpstcob5k8qjth3p']"
95,"['supergreenpass', 'supergreens', 'greenpass', 'green', 'greenenergy', 'greenwall', 'healthiswealth', 'health', 'healthcare', 'flushot', 'healthyfood', 'healthypeoplehealthynation', 'healthierhappenstogether', 'medtwitter', 'meded']","['liquid', 'chlorophyl', 'e', 'health', 'avenu', 'httpstcoiaemddfmsi', 'supergreenpass', 'supergreen', 'greenpass', 'green', 'greenenergi', 'greenwal', 'healthiswealth', 'health', 'healthcar', 'flushot', 'healthyfood', 'healthypeoplehealthyn', 'healthierhappenstogeth', 'medtwitt', 'mede', 'httpstcovd0gmkqxo4']"
96,"['supergreenpass', 'supergreens', 'greenpass', 'green', 'greenenergy', 'greenwall', 'healthiswealth', 'health', 'healthcare', 'healthyeating', 'healthyfood', 'healthypeoplehealthynation', 'healthierhappenstogether', 'marketingtwitter']","['liquid', 'chlorophyl', 'e', 'health', 'avenu', 'httpstcoiaemddfmsi', 'supergreenpass', 'supergreen', 'greenpass', 'green', 'greenenergi', 'greenwal', 'healthiswealth', 'health', 'healthcar', 'healthyeat', 'healthyfood', 'healthypeoplehealthyn', 'healthierhappenstogeth', 'marketingtwitt', 'httpstco9fylwjalat']"
97,"['greenpass', 'religiousfreedom', 'nogreenpassobbligatorio']","['❗keep', 'religi', 'servic', 'outsid', 'greenpass', 'control❗', 'noth', 'polit', 'instrument', 'religiousfreedom', 'nogreenpassobbligatorio']"
98,['greenpass'],"['arstechnica', 'need', 'greenpass', 'play', 'game']"
99,"['covid19', 'covid', 'pcr', 'deltavariant', 'omicron', 'omicronvariant', 'coronavirus', 'greenpass', 'pcr', 'europe', 'uk', 'usa', 'canada', 'israel', 'newzealand']","['22', 'notic', 'popul', 'commun', 'without', 'conflict', 'interest', 'covid19', 'covid', 'pcr', 'deltavari', 'omicron', 'omicronvari', 'coronaviru', 'greenpass', 'pcr', 'europ', 'uk', 'usa', 'canada', 'israel', 'newzealand', 'httpstco4eceqdpyzc']"
100,"['covid19', 'covid', 'pcr', 'deltavariant', 'omicron', 'omicronvariant', 'coronavirus', 'greenpass', 'pcr', 'europe', 'uk', 'usa', 'canada', 'israel']","['12', 'notic', 'popul', 'commun', 'without', 'conflict', 'interest', 'covid19', 'covid', 'pcr', 'deltavari', 'omicron', 'omicronvari', 'coronaviru', 'greenpass', 'pcr', 'europ', 'uk', 'usa', 'canada', 'israel', 'drsimonegold', 'pierrekori', 'abirballan', 'nickhudsonct', 'sentadepuydt', 'idrissaberkan', 'httpstco8qjzogk20z']"
101,"['alhosn', 'greenpass']","['new', 'al', 'hosn', 'app', 'updat', 'green', 'pas', 'activ', '14', 'day', 'new', 'green', 'pas', 'protocol', 'effect', 'decemb', '5', 'alhosn', 'greenpass', 'httpstcou38yeopvkv']"
102,['greenpass'],"['', 'httpstcoi6eyhhkhx0', 'outstand', 'greenpass']"
103,['greenpass'],"['super', 'greenpass', 'httpstcolcwipeeeh3']"
104,['greenpass'],"['im', 'mildli', 'concern', 'greenpass', 'possibl', 'legislatur', 'doesnt', 'contempl', 'non', 'european', 'resid']"
105,"['3edose', '3emedose', 'mauricette', 'passsanitaire', 'greenpass', 'nonaupassdelahonte', 'cnil', 'vaccination']","['1000€', 'damend', 'si', 'un', 'italien', 'non', 'vacciné', 'san', 'pas', 'prend', 'le', 'bu', '1000€', 'fine', 'unvaccin', 'italian', 'take', 'bu', 'without', 'greenpass', 'send', 'good', 'luck', 'italian', 'franc', '3edos', '3emedos', 'mauricett', 'passsanitair', 'greenpass', 'nonaupassdelahont', 'cnil', 'vaccin']"
106,"['italy', 'novaccinepassport', 'greenpass', 'covid19', 'december1st']","['12', 'itali', 'novaccinepassport', 'greenpass', 'covid19', 'restrict', 'december1st', 'wide', 'wide', 'revolut', 'begun', 'httpstcou5hctlmj4b']"
107,"['covid19', 'belgium', 'wallonie', 'covidsafeticket', 'greenpass']","['covid19', 'belgium', 'walloni', 'cst', 'covidsafeticket', 'greenpass', 'illeg', 'must', 'remov', 'within', '7day', 'promot', 'discrimin', 'citizen', 'pone', 'seriou', 'issu', 'data', 'protect', 'go', 'straight', 'eu', 'law', 'httpstcoz54llmia4b']"
108,"['covid', 'virus', 'validity', 'greenpass', 'jabs', 'mandatory']","['covidviru', 'fast', 'mutat', 'ppl', 'still', 'get', 'old', 'serum', '3time', '4months🤦\u200d♀️', '➡️will', 'valid', 'greenpass', 'limit', '4months🤔', '➡️and', 'mani', 'jab', 'mandatori', 'even', 'trust', 'get', 'suspici', 'httpstcocbg6vu57g3']"
109,['greenpass'],"['mauroleonardi3', 'tizianalisa', 'serv', 'greenpass']"
110,['greenpass'],"['nessun', 'greenpass']"
111,"['superski', 'dolomiti', 'dolomitisuperski', 'skipass', 'greenpass']","['🇬🇧', 'green', 'pas', 'basic', 'super', 'green', 'pas', 'dolom', 'superski', 'pas', 'need', 'order', 'ski', 'dolomit', 'simpli', 'explain', 'httpstcodpek2n1sfb', 'superski', 'dolom', 'dolomitisuperski', 'skipass', 'greenpass']"
112,['greenpass'],"['robmilano', 'halo', 'plea', 'find', 'unrol', 'lo', 'dico', 'adesso', 'il', 'greenpass', 'verrà', 'reso', 'permanent', 'titolo…', 'httpstconcv9e32qvm', 'share', 'think', 'interest', '🤖']"
113,"['agamben', 'greenpass']","['georgemonbiot', 'jamesebaldwin', 'although', 'mean', 'antivax', 'agamben', 'made', 'insight', 'argument', 'greenpass', 'authoritarian', 'context', 'httpstcounknl1ql5l']"
114,['greenpass'],"['tecnologi', 'iper', 'innov', 'ad', 'orio', 'al', 'serio', 'airport', 'staff', 'safeti', 'check', 'qr', 'code', 'scanner', 'eye', 'theyr', 'abl', 'check', 'greenpass', 'simpli', 'look']"
115,"['cartellidivertenti', 'gin', 'greenpass']","['gin', 'pas', 'cartellidivertenti', 'gin', 'greenpass', 'httpstcoivvdopxxpc']"
116,['greenpass'],"['introduc', 'greenpass', 'allegedli', 'enabl', 'eu', 'freedom', 'movement', 'principl', 'without', 'forbid', 'use', 'infrastructur', 'domest', 'limit', 'freedom', 'member', 'state', '😂😈🤣', 'sure', 'pay', 'exchang', 'bridg', 'petunianelsol', 'httpstco1xzfvxpi9']"
117,['greenpass'],"['austria', '99', 'restaur', 'bar', 'etc', 'employe', 'finger', 'iphon', 'check', 'vaccin', 'statu', 'torino', 'today', 'everyon', '100', 'use', 'app', 'read', 'green', 'pas', 'grazi', 'amici', 'greenpass']"
118,"['cybersecomics', 'greenpass', 'christmas', 'telegram', 'cybersecurity', 'scam']","['cybersecom', 'ep9', 'merri', 'greenpass', 'httpstcoykquaazp3b', 'time', 'gift', 'christma', 'come', 'wallo', 'keen', 'give', 'opinion', 'fals', 'certif', 'circul', 'telegram', 'web', 'jlawrencerepu', 'think', 'cybersecur', 'scam', 'httpstco8jqjtogkpl']"
119,"['greenpass', 'vaccinepassport']","['i’m', 'quit', 'happi', 'show', 'passport', 'cross', 'countri', 'border', 'don’t', 'want', 'show', 'one', 'go', 'bar', 'access', 'domest', 'societi', 'appli', 'greenpass', 'vaccinepassport', 'can’t', 'see', 'what’', 'difficult', 'understand']"
120,"['eu', 'greenpass', 'vaccine', 'bigpharma', 'id', 'corona']","['🇬🇧a', 'booster', 'vaccin', 'everi', 'nine', 'month', 'eu', 'vaccin', 'subscript', 'take', 'shape', 'greenpass', 'longer', 'valid', 'one', 'year', 'regardless', 'vaccin', 'citizen', 'betray', 'sold', 'bigpharma', 'id', 'corona', 'httpstcohrw9jzpcsl']"
121,"['eu', 'greenpass', 'vaccine', 'bigpharma', 'id', 'corona']","['🇬🇧a', 'booster', 'vaccin', 'everi', 'nine', 'month', 'eu', 'vaccin', 'subscript', 'take', 'shape', 'greenpass', 'longer', 'valid', 'one', 'year', 'regardless', 'vaccin', 'citizen', 'betray', 'sold', 'bigpharma', 'id', 'corona', 'httpstcohrw9jzpcsl']"
122,"['eu', 'greenpass', 'vaccine', 'bigpharma', 'id', 'corona']","['🇬🇧a', 'booster', 'vaccin', 'everi', 'nine', 'month', 'eu', 'vaccin', 'subscript', 'take', 'shape', 'greenpass', 'longer', 'valid', 'one', 'year', 'regardless', 'vaccin', 'citizen', 'betray', 'sold', 'bigpharma', 'id', 'corona', 'httpstcohrw9jzpcsl']"
123,"['impfpflicht', 'impfversagen', 'impfzwang', 'greenpass']","['swagenknecht', 'impfpflicht', 'impfversagen', 'impfzwang', 'greenpass', 'httpstco7u9eudp9q', '›', 'docspdf', 'roadmap', 'implement', 'action', 'european', 'commiss', 'httpstcof7knk6mxev']"
124,"['usa', 'italy', 'greenpass', 'funzionicchia', 'lifestyle']","['embarrass', 'vaccin', 'usa', 'ask', '24h', 'test', 'itali', 'greenpass', 'instead', 'give', 'one', 'year', 'long', 'waiver', 'licens', 'kill', 'ye', 'work', 'littl', 'bit', '☺️', 'funzionicchia', 'lifestyl', 'httpstconve4skrau6']"
125,"['usa', 'italy', 'greenpass', 'funzionicchia', 'lifestyle']","['embarrass', 'vaccin', 'usa', 'ask', '24h', 'test', 'itali', 'greenpass', 'instead', 'give', 'one', 'year', 'long', 'waiver', 'licens', 'kill', 'ye', 'work', 'littl', 'bit', '☺️', 'funzionicchia', 'lifestyl', 'evalu', 'requirem…', 'httpstcomke9n7l7ex', 'httpstcoazrxlwf8sx']"
126,"['time4stream', 'news', 'informazione', 'crewtv', 'broadcast', 'italia', 'liveu', 'covid19italia', 'sanità', 'update', 'cronaca', 'news', 'live', 'start', 'scuola', 'tamponi', 'greenpass', 'arte', 'mudec']","['live', 'broadcast', 'rai', 'tg1', 'milan', 'itali', 'tvboy', 'mudecoffici', 'time4stream', 'news', 'informazion', 'crewtv', 'broadcast', 'italia🇮🇹', 'liveu', 'covid19italia', 'sanità', 'updat', 'cronaca', 'news', 'live', 'start', 'scuola', 'tamponi', 'greenpass', 'art', 'mudec', 'httpstco45idoyrkk4']"
127,['greenpass'],"['os', 'lo', 'riconosc', 'anch', 'il', 'lancet', 'appear', 'grossli', 'neglig', 'ignor', 'vaccin', 'popul', 'possibl', 'relev', 'sourc', 'transmiss', 'decid', 'public', 'health', 'control', 'measur', 'httpstcoasgty7aq5q', 'madforfre', 'greenpass']"
128,"['health', 'politicians', 'money', 'greenpass', 'healthpass', 'hiv', 'cancer', 'cholera', 'bubonic', 'plague', 'pneumonia', 'covid', 'vaxine', 'omicron', 'pfizer', 'moderna', 'sideeffects']","['abot', 'health', 'politician', 'money', 'use', 'greenpasshealthpass', 'hivcancercholerabubon', 'plagu', 'pneumoniaetc', 'covid', 'vaxin', 'omicron', 'pfizer', 'moderna', 'sideeffect']"
129,"['greenpass', 'passsanitaire', 'cnil', 'australie', 'covid19', 'covidcamp']","['smile', 'told', 'peopl', 'jail', 'covid19', 'camp', 'tri', 'escap', 'polic', 'find', '4am', 'australia', 'fallen', 'australian', 'brave', 'need', 'support', 'fallen', 'countri', 'greenpass', 'passsanitair', 'cnil', 'australi', 'covid19', 'covidcamp']"
130,"['security', 'biometric', 'qrcode', 'qrcodes', 'healthcode', 'greenpass', 'scanner', 'readers', 'accesscontrol']","['case', 'chengdu', 'administr', 'unit', 'use', 'gk728', 'health', 'code', 'scanner', 'safeti', 'biometr', 'health', 'qr', 'code', 'green', 'pas', 'reader', 'termin', 'person', 'entri', 'exit', 'scenario', 'case', 'secur', 'biometr', 'qrcode', 'qrcode', 'healthcod', 'greenpass', 'scanner', 'reader', 'accesscontrol', 'httpstcoovww65i8ww']"
131,"['georgia', 'covid19', 'greenpass']","['🟢', 'green', 'covid', 'passport', 'come', 'play', 'today', 'georgia', '🇬🇪', 'georgia', 'covid19', 'greenpass', 'httpstcohgnc77hrcd']"
132,"['trees', 'desertification', 'raise', 'ambition', 'implementingfamilyhubs', 'actonclimate', 'renewables', 'cop26', 'planting', 'nft', 'sustainable', 'office', 'nftcollector', 'sustainability', 'greenpass', 'lowcarbonfootprint']","['viscer', 'reaction', 'tree', 'desertif', 'rais', 'ambit', 'implementingfamilyhub', 'actonclim', 'renew', 'cop26', 'plant', 'farmpress', 'hollyspangl', 'nftluckysloth', 'nft', 'sustain', 'offic', 'nftcollector', 'sustain', 'greenpass', 'lowcarbonfootprint', 'httpstco0edvgbsp9l']"
133,"['archbishopvigano', 'greenpass']","['thing', 'bear', 'repeat', 'like', 'messag', 'encourag', 'archbishopvigano', 'italian', 'protest', 'greenpass', 'octob', '15', '2021', 'turin', 'itali', 'italian', 'english', 'subtitl', 'httpstcol3nyiw6vzl']"
134,"['conspiracytheory', 'conspiracytheories', 'greenpass', 'greatreset']","['go', 'here', 'hand', 'scan', 'green', 'pas', 'work', 'yet', 'shit', 'get', 'real', 'real', 'fvcking', 'quick', 'well', 'still', 'peopl', 'call', 'conspiracytheori', 'realiti', 'conspiracytheori', 'di', 'come', 'true', 'greenpass', 'greatreset']"
135,"['hippa', 'tyranny', 'gesundheitpass', 'healthmandate', 'greenpass', 'dictatorship', 'education', 'historyrepeats', 'authoritarian', 'nurembergcode', 'nuremberg2', 'unconstitutional']","['screw', 'hippa', 'law', 'leader', 'want', 'authoritarian', 'hippa', 'dojph', 'sleep', 'job', 'fbi', 'congressdotgov', 'tyranni', 'gesundheitpass', 'healthmand', 'greenpass', 'dictatorship', 'educ', 'historyrepeat', 'authoritarian', 'nurembergcod', 'nuremberg2', 'unconstitut', '1933', '1984']"
136,"['nogreenpass', 'greenpass', 'supergreenpass', 'bestie']","['see', 'real', 'know', 'tell', 'lost', 'sold', 'soul', 'brave', 'new', 'world', 'nogreenpass', 'greenpass', 'supergreenpass', 'besti']"
137,"['vaccinocovid', 'covid19', 'greenpass', 'nogreenpass', 'crisanti']","['grand', 'capezzon', 'vaccinocovid', 'covid19', 'greenpass', 'nogreenpass', 'crisanti']"
138,"['greenpass', 'vaccinepassports', 'crimeagainsthumanity']","['spoke', 'colleagu', 'today', 'itali', 'said', 'part', 'greenpass', 'vaccinepassport', 'roll', 'itali', 'mother', '60', 'year', 'old', 'school', 'teacher', 'longer', 'allow', 'work', 'benefit', 'ensur', 'surviv', 'biggest', 'crimeagainsthuman']"
139,"['justsayno', 'justsayno', 'war', 'australia', 'austria', 'newzealand', 'brazil', 'africa', 'cryptocurrency', 'crypto', 'mandatoryvaccination', 'qrweigeraar', 'greenpass', 'qrindekliko', 'reset', 'gold', 'slavery', 'eyeopener']","['let’', 'make', '‘just', 'say', 'no’', 'great', 'thierrybaudet', 'prikspijt', 'justsayno', 'justsayno', 'war', 'australia', 'austria', 'newzealand', 'brazil', 'africa', 'cryptocurr', 'crypto', 'mandatoryvaccin', 'qrweigeraar', 'greenpass', 'qrindekliko', 'reset', 'gold', 'slaveri', 'eyeopen', 'httpstcoqmc4ldgpyd']"
140,"['corona', 'greenpass', 'covid_19', 'vaccinepassports', 'belgium', 'coronavirusupdate']","['end', 'belgian', 'green', 'pas', 'judg', 'declar', 'corona', 'pas', 'illeg', 'stop', 'immedi', 'belgian', 'govern', 'fine', '5000€day', 'delay', 'greenpass', 'covid19', 'vaccinepassport', 'belgium', 'coronavirusupd']"
141,"['travelers', 'businesstravelers', 'remotework', 'covid10', 'omnicronvariant', 'covidtest', 'pcrtest', 'vaxxed', 'unvaxxed', 'eu', 'boostershots', 'healthinsurance', 'greenpass', 'travelbans']","['europ', 'grip', 'fourth', 'covid', 'wave', 'travel', 'ban', 'new', 'restrict', 'start', 'week', 'httpstcopwifgqevwp', 'travel', 'businesstravel', 'remotework', 'covid10', 'omnicronvari', 'covidtest', 'pcrtest', 'vax', 'unvax', 'eu', 'boostershot', 'healthinsur', 'greenpass', 'travelban']"
142,"['socialcreditsystem', 'greenpass', 'passesanitaire', 'opposition', 'censorship']","['socialcreditsystem', 'obvious', 'vaxx', 'appgreenpasspassesanitair', 'grant', 'certain', 'freedom', 'group', 'compli', 'restrict', 'not☑️', 'onepartyrul', 'real', 'opposit', '☑️', 'strong', 'censorship', 'platform', '☑️', '23']"
143,['greenpass'],"['serdattebim', 'stellaxo11', 'bmgbund', 'dont', 'creat', 'covidpass', 'red', 'green', 'hell', 'import', 'waitress', 'secur', 'guy', 'wether', 'im', 'vaccin', 'often', 'test', 'anoth', 'health', 'statu', 'that', 'fckn', 'noth', 'greenpass']"
144,"['covid', 'masks', 'political', 'elites', 'fun', 'pfizer', 'healthpass', 'greenpass', 'tyranny', 'facialrecognition', 'socialcredit', 'apartheid']","['covid', 'mask', 'fabric', 'dirt', 'polit', 'elit', 'make', 'fun', 'pfizer', 'healthpass', 'greenpass', 'tyranni', 'facialrecognit', 'socialcredit', 'apartheid', 'httpstcohhppcvdoen']"
145,"['greenpass', 'able1212', 'soldierofgods']","['whitneywebb', 'abbymartin', 'worldwid', 'greenpass', 'goal💯', 'sunday', 'lockdown', 'order', 'pontifex', 'need', 'vaccinesviru', 'threat', '911', 'covid', '19', 'anthrax', 'attack', '🎯', 'httpstco9ell1nsyrc', 'httpstcog06ldxglyy', 'httpstcovhbafdklz5', 'able1212', 'soldierofgod', 'httpstco5tgihifg1']"
146,"['covid', 'greenpass', 'covid19', 'canada']","['politvidchannel', 'exil', 'i’v', 'done', 'everyth', 'right', 'societi', 'recov', 'let', 'covid', 'saboteur', 'stay', 'home', 'greenpass', 'covid19', 'canada']"
147,"['omicron', 'greenpass']","['restrict', 'europ', 'omicron', 'soth', 'greenpass', 'mmmh', 'work']"
148,"['clotshot', 'depopshot', 'rona', 'ronajab', 'policestate', 'vaccinemandates', 'thegreatreset', 'greatreset', 'newnormal', 'thegreatculling', 'cullingtheherd', 'greenpass', 'nwo', 'totalitarian', 'vaccinepassports']","['“those', 'fail', 'learn', 'histori', 'doom', 'repeat', 'it”', 'sir', 'winston', 'churchil', 'clotshot', 'depopshot', 'rona', 'ronajab', 'policest', 'vaccinemand', 'thegreatreset', 'greatreset', 'newnorm', 'thegreatcul', 'cullingtheherd', 'greenpass', 'nwo', 'totalitarian', 'vaccinepassport', 'httpstcosodpaycdpt']"
149,"['covid', 'corona', 'greenpass', 'nogreenpass', 'covidgesetz']","['c', 'v', 'id', 'certif', 'vaccin', 'ident', 'well', 'play', 'guy', '😁', 'covid', 'corona', 'greenpass', 'nogreenpass', 'covidgesetz']"
150,"['greenpass', 'omicron', 'covid19']","['“i', 'think', 'it’', 'go', 'materi', 'drop”', 'stephan', 'bancel', 'moderna', 'ceo', 'caution', '“i', 'don’t', 'know', 'much', 'need', 'wait', 'data', '“but', 'scientist', 'i’v', 'talk', 'to…', 'like', '‘thi', 'go', 'good”', 'said', 'greenpass', 'omicron', 'covid19']"
151,"['lockdown', 'impfzertifikat', 'abonement', 'greenpass', 'impfnachweis', 'cov_id']","['lockdown', 'impfzertifikat', 'abon', 'greenpass', 'impfnachwei', 'covid', 'inform', 'httpstcoejvirj0wbb']"
152,"['greenpass', 'covid', 'rituals']","['reuter', 'mayb', 'good', 'idea', 'regist', 'greenpass', 'peopl', 'dont', 'compli', 'covid', 'ritual', '']"
153,"['italy', 'greenpass']","['employe', 'local', 'public', 'transport', 'region', 'rail', 'network', 'itali', 'strike', 'friday', 'variou', 'time', 'greenpass', 'rule', 'httpstcow019fqakgg']"
154,"['mandatoryvaccinations', 'greenpass']","['possibl', 'mani', 'peopl', 'see', 'hand', 'freedom', 'hand', 'elit', 'mandatoryvaccin', 'amp', 'greenpass', 'forc', 'compli', 'keep', 'social', 'life', 'job', 'they’r', 'use', 'disea', 'enslav', 'opress', 'u']"
155,"['vaccine', 'vaccinemandate', 'supergreenpass', 'greenpass', 'austrialockdown', 'italyprotest']","['horribl', 'news', 'vaccin', 'vaccinemand', 'supergreenpass', 'greenpass', 'austrialockdown', 'italyprotest', 'expert', 'field', 'carbon', 'explain', 'doctor', 'cant', 'one', 'need', 'die', 'oppos', 'view']"
156,"['asylum', 'report', 'rome', 'greenpass']","['migrant', '2021', 'report', 'right', 'asylum', 'httpstcou4ilbn6cdi', 'asylum', 'report', 'rome', 'greenpass']"
157,"['security', 'healthcode', 'accesscontrol', 'accesscontrolsystem', 'greenpass', 'qrcode', 'biometrics', 'attendance', 'temperaturemeasurement']","['multi', 'scene', 'secur', 'intellig', 'access', 'control', 'system', 'termin', 'bodi', 'temperatur', 'measur', 'health', 'code', 'detect', '📧', 'email', 'jaemontjaemontcom', 'secur', 'healthcod', 'accesscontrol', 'accesscontrolsystem', 'greenpass', 'qrcode', 'biometr', 'attend', 'temperaturemeasur', 'httpstcohgmzaytc4x']"
158,"['covid19', 'govax', 'vpass', 'greenpass', 'japan', 'omicron', 'coronavirus', 'namibia']","['covid19', 'govax', 'vpass', 'greenpass', 'japan', 'tue', 'confirm', 'first', 'case', 'omicron', 'variant', 'coronaviru', 'man', 'arriv', 'countri', 'namibia', 'httpstcov8lw2brhsf']"
159,"['vaccinated', 'christmas', 'omnicron', 'coronavirus', 'greenpass', 'omnicron']","['grossanita', '💉💉💉', 'vaccin', '💉💉💉', 'bring', 'christma', 'omnicron', 'miracl', 'asymptot', 'peopl', 'care', 'coronaviru', '🎄🎄🎄', '🤣😉🥳', 'greenpass', '💕🇪🇺🇦🇹', 'omnicron', '👇👇👇', 'httpstco6j7g3cnwxi']"
160,"['greenpass', 'vaccinepassport']","['shomburg', 'unfortun', 'sweden', 'goal', 'mind', 'greenpass', 'vaccinepassport', 'peopl', 'begin', 'see', 'deceit', 'httpstcow6bhemcokz']"
161,"['nft', 'nftcollector', 'nftcommunity', 'vittoriacolonnastudio', 'greenpass']","['check', 'new', 'nft', 'opensea', 'nft', 'nftcollector', 'nftcommun', 'vittoriacolonnastudio', 'greenpass', 'httpstcoqbxhqmannf', 'via', 'opensea']"
